,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,videoid,publish_time,channelId,title,cover_url,channelTitle,tag,duration,caption,defaultAudioLanguage,viewcount,likecount,favoritecount,commentcount,cover_word,channel_start_date,channelname,channel_cover,bannerExternalUrl,topicCategories,channel_view,subscriberCount,hiddenSubscriberCount,videoCount,hour,minute,second,day,duration_in_sec,topic_cat,topic_Electronic_music,topic_Society,topic_Sport,topic_Food,topic_Rhythm_and_blues,topic_Independent_music,topic_Humour,topic_Racing_video_game,topic_Knowledge,topic_Politics,topic_Video_game_culture,topic_Reggae,topic_Television_program,topic_Baseball,topic_Casual_game,topic_Mixed_martial_arts,topic_Health,topic_Action_game,topic_Basketball,topic_Pet,topic_Lifestyle_(sociology),topic_American_football,topic_Religion,topic_Soul_music,topic_Music,topic_Strategy_video_game,topic_Classical_music,topic_Fashion,topic_Volleyball,topic_Physical_fitness,topic_Tourism,topic_Rock_music,topic_Music_video_game,topic_Simulation_video_game,topic_Cricket,topic_Entertainment,topic_Pop_music,topic_Tennis,topic_Action-adventure_game,topic_Music_of_Asia,topic_Hobby,topic_Professional_wrestling,topic_Puzzle_video_game,topic_Jazz,topic_Physical_attractiveness,topic_Vehicle,topic_Boxing,topic_Business,topic_Role-playing_video_game,topic_Hip_hop_music,topic_Motorsport,topic_Christian_music,topic_Association_football,topic_Ice_hockey,topic_Technology,topic_Military,topic_Film,topic_Country_music,topic_Performing_arts,topic_Golf,topic_Sports_game,topic_Music_of_Latin_America,music,channel_week,week,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,channel_year_1970,channel_year_2005,channel_year_2006,channel_year_2007,channel_year_2008,channel_year_2009,channel_year_2010,channel_year_2011,channel_year_2012,channel_year_2013,channel_year_2014,channel_year_2015,channel_year_2016,channel_year_2017,channel_year_2018,channel_year_2019,channel_year_2020,channel_year_2021,channel_year_2022,channel_month_1,channel_month_2,channel_month_3,channel_month_4,channel_month_5,channel_month_6,channel_month_7,channel_month_8,channel_month_9,channel_month_10,channel_month_11,channel_month_12,dimension_2d,dimension_3d,definition_hd,definition_sd,country_AE,country_AF,country_AL,country_AM,country_AR,country_AT,country_AU,country_AZ,country_BA,country_BD,country_BE,country_BG,country_BH,country_BM,country_BO,country_BR,country_BY,country_CA,country_CH,country_CL,country_CN,country_CO,country_CR,country_CY,country_CZ,country_DE,country_DK,country_DZ,country_EC,country_EE,country_EG,country_ES,country_FI,country_FR,country_GB,country_GE,country_GH,country_GL,country_GR,country_HK,country_HR,country_HU,country_ID,country_IE,country_IL,country_IN,country_IR,country_IS,country_IT,country_JM,country_JO,country_JP,country_KE,country_KH,country_KR,country_KW,country_KY,country_KZ,country_LB,country_LK,country_LT,country_LU,country_LV,country_MA,country_MT,country_MX,country_MY,country_NG,country_NL,country_NO,country_NP,country_NZ,country_None,country_OM,country_PA,country_PE,country_PH,country_PK,country_PL,country_PR,country_PT,country_QA,country_RO,country_RS,country_RU,country_SA,country_SE,country_SG,country_SI,country_SK,country_SN,country_SV,country_TH,country_TN,country_TR,country_TT,country_TW,country_TZ,country_UA,country_UG,country_US,country_UY,country_UZ,country_VG,country_VN,country_YE,country_ZA,country_ZW,cosine_sim,colourfulness,contrast,saturation
51523,51523,51523,51771,OR4LByqoIiY,2022-10-23T06:42:44Z,UC-GAhNmY6bkuuRPUSaRI_oQ,He's never fought us. Not us united | Zack Snyder's Justice League,https://i.ytimg.com/vi/OR4LByqoIiY/hqdefault.jpg,Flashback FM,dc extended universe Zack Snyder's Justice League (2020) release the snyder cut Amy Adams (Lois Lane) Ray Fisher (Victor Stone / Cyborg) Henry Cavill (Clark Kent / Superman) Ezra Miller (Barry Allen / The Flash) Jason Momoa (Arthur Curry / Aquaman) Gal Ga,PT3M10S,True,en,182062.0,3105.0,0,281,,2010-04-13T13:31:41Z,Flashback FM,https://yt3.ggpht.com/ytc/AMLnZu9_Z9Z9qP0TIoboR1M00_C3pPapwdGcN_uMuOC0lA=s800-c-k-c0x00ffffff-no-rj,https://lh3.googleusercontent.com/7JN-rJBvKKHkDr30BKqBa67mGgXWGG_8lLOs7C4Hl5h8Tfq5A3DuiDKBKPggFvDasDxBbyyG,"https://en.wikipedia.org/wiki/Action_game,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Film",7329156985.0,7380000.0,0.0,1604.0,0,3,10,0,190,"['Action_game', 'Entertainment', 'Film']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8174732619366577,13.756791951087315,45.578618292528034,67.22909143518518
25456,25456,25456,25536,Vw1tgVJSt3Y,2021-01-28T18:00:07Z,UC0QRG-gMqHhF5-BPdmJfs1w,SAMSUNG GALAXY Z FOLD 3 - This Is Incredible!,https://i.ytimg.com/vi/Vw1tgVJSt3Y/hqdefault.jpg,TT Technology,tt technology samsung galaxy z fold 3 galaxy z fold 3 z fold 3 samsung z fold 3 samsung fold 3 galaxy fold 3 samsung galaxy z fold 3 unboxing samsung galaxy fold 3 unboxing samsung galaxy fold 3 release date samsung galaxy fold 3 mobile galaxy fold 3 conc,PT8M2S,True,en,99836.0,1910.0,0,273,"Galaxy
Z Fold 3
",2015-11-03T19:15:23Z,TT Technology,https://yt3.ggpht.com/ytc/AMLnZu-x4VTqu9wSdRY9XNZuezAyXhBRo-G_7w1bhJcLtg=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/rlheJHXK5v9ubDkrrSqNHgtiARVUBHNjiA8z0Kuma6aToTYnxeJnaPQx9D9OHniImMnFGeSipw,"https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",81649386.0,543000.0,0.0,1235.0,0,8,2,0,482,"['Technology', 'Lifestyle_(sociology)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913704499701677,51.4891152037739,83.68805410475774,94.09582175925928
34566,34566,34566,34702,a_r_x3cB6ZM,2021-12-05T15:00:00Z,UCOpP5PqrzODWpFU961acUbg,He hasn't ridden Berm Peak since 2019! Tour and Ride with Phil,https://i.ytimg.com/vi/a_r_x3cB6ZM/hqdefault.jpg,Berm Peak Express,"home,backyard,mountain biking,cycling,outdoors,mountain bikes,enduro,mtb,mtbing,biking",PT10M16S,True,en-US,567801.0,23014.0,0,497,,2019-12-13T19:33:23.973337Z,Berm Peak Express,https://yt3.ggpht.com/ytc/AMLnZu_1XMOJJ5NXNyuynnlyoJRuhxUz5_R9oqMTS46j=s800-c-k-c0x00ffffff-no-rj,https://yt3.googleusercontent.com/aNbv-1Jk8mlBH-a0rsQncqMpeHxnHieViHevz2O5rIbS-RL9YB6pFrCdh5EXp0r4qwBryQHR,"https://en.wikipedia.org/wiki/Sport,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Hobby",116646171.0,914000.0,0.0,122.0,0,10,16,0,616,"['Sport', 'Lifestyle_(sociology)', 'Hobby']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9178956947939556,75.81436940914558,57.8069533553209,115.40104166666669
8872,8872,8872,8894,EB5uYm8Fj6o,2018-02-28T02:00:00Z,UCnmCVfwLakc9Fd2ltaowisQ,The 5 MYTHS About Wheel Spacers,https://i.ytimg.com/vi/EB5uYm8Fj6o/hqdefault.jpg,Custom Offsets,custom offsets custom truck custom offsets tv lifted truck stance co custom wheel custom wheel offset wheel offroad suspension tire 5 myths 5 things custom offsets 5 things myths about myths spacers spacers space add spacers 5 myths about spacers 5 lies 5,PT3M18S,True,en,1201667.0,14611.0,0,859,,2014-04-02T21:44:09Z,Custom Offsets,https://yt3.ggpht.com/myZ98FRICRlPgkVSia8EpNvQvyocGHkGQY8z-V5TGIs3hsWyDrYQXu2RbEAey48dAmiEAJME4w=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/WqWlHneOY1ttraCY9Onx1RLjfs4z3NubRk5En5P6sr4CtAJ2ImhLOHwgoWTxrfIPA0CRScjtiA,"https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Vehicle",170397143.0,618000.0,0.0,2908.0,0,3,18,0,198,"['Lifestyle_(sociology)', 'Vehicle']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9085539926636396,57.13172533051824,75.34053567121887,42.8310474537037
48724,48724,48724,48961,mF_uTlXbV8c,2022-09-26T16:17:08Z,UCI3k96jv3yMq1EMmUtG7dLA,BIG Surprise in Morocco on Rabat Express! 🇲🇦🇺🇸🇩🇪,https://i.ytimg.com/vi/mF_uTlXbV8c/hqdefault.jpg,Adventure Elliot,Adventure Elliot Morocco Rabat Morocco Casablanca Nightlife Morocco Travel Africa Sabbatical Morocco Gabriel Traveler Morocco Fez Morocco Sahara Desert Sahara Morocco Western Sahara Spain Morocco Border American Tourist Usa vs Africa United States vs Afri,PT19M2S,True,en,52517.0,1932.0,0,417,,2012-03-07T00:12:29Z,Adventure Elliot,https://yt3.ggpht.com/ytc/AMLnZu-4ARx_yBYC05WXll3EWTf-D6fFtUN1iMmhLwp-ag=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/LIKvH9zggOcbQ0MhP9pvUEH5MDaysxzbRftZiv73NTK-XWCpjQ0fmvO8SdPvGUxfagNMrwA3VQ,"https://en.wikipedia.org/wiki/Tourism,https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",3104283.0,25800.0,0.0,227.0,0,19,2,0,1142,"['Tourism', 'Hobby', 'Lifestyle_(sociology)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9348298657471988,47.88838170235724,76.8468583301699,78.13895833333333
48300,48300,48300,48535,Bk-DcdNHKRY,2022-09-21T15:15:50Z,UCIVM3MyLCd3-jZrCAbASNPg,Meet the Advisors - College of Education and Professional Studies,https://i.ytimg.com/vi/Bk-DcdNHKRY/hqdefault.jpg,Jacksonville State University,None,PT1M48S,True,en,68.0,0.0,0,0,"ae Yd a y |
od SSB College of Education
‘conmanen | and Professional Studies
",2010-06-16T21:42:16Z,Jacksonville State University,https://yt3.ggpht.com/ytc/AMLnZu9IR-gTSld5spzwHYm3w11Hmu-eoHIR1jvkLSyD=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/EVjgqulg6DCzyLBlpfzIyhjpLiBRof69npV2Z_4dNDOpKuVcf3aHErhT8h0C7O8QBKvy3VfUyw8,"https://en.wikipedia.org/wiki/Knowledge,https://en.wikipedia.org/wiki/Society",3291936.0,2710.0,0.0,609.0,0,1,48,0,108,"['Knowledge', 'Society']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8843267161018611,85.06004781191976,65.78438473836981,122.66869212962963
46925,46925,46925,47151,XYXG4H-tpdk,2022-09-03T04:52:59Z,UCn0sxo5Ocp8eSFqr9F1URpg,Week 2 Highlights   Andrews vs  Carvers Bay 2022,https://i.ytimg.com/vi/XYXG4H-tpdk/hqdefault.jpg,WPDE ABC15,"CarolinaLive,WPDE,WPDE Newschannel 15,WPDE CAROLINALIVE,myrtle beach,florence,Sinclair Broadcast Group,WPDE-TV,ABC 15,WPDE ABC 15,conway,News",PT1M21S,True,en,459.0,8.0,0,0,,2011-06-03T19:34:17Z,WPDE ABC15,https://yt3.ggpht.com/ytc/AMLnZu8307uWwWgfBH6aUXYlRa2Ic7TenYmEBM8VVyeOig=s800-c-k-c0x00ffffff-no-rj,https://lh3.googleusercontent.com/PVZDD4zLVWPzDIVHolkKBJxrVrLrPoAMM29vAaFAMNwT9wHVxxRkDueIBX9Ud3Mdm9caUx1q1g,"https://en.wikipedia.org/wiki/Sport,https://en.wikipedia.org/wiki/American_football,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",25614457.0,22000.0,0.0,11174.0,0,1,21,0,81,"['Sport', 'American_football', 'Lifestyle_(sociology)']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8631493694933497,28.512489114958264,83.76234353954915,60.52024884259259
20477,20477,20477,20539,Tn2TjUO-soA,2020-06-03T15:00:29Z,UClnDI2sdehVm1zm_LmUHsjQ,John Pierpont Morgan: The World’s Bank,https://i.ytimg.com/vi/Tn2TjUO-soA/hqdefault.jpg,Biographics,biographics biography biographies people famous people simon whistler John Pierpont Morgan John Pierpont Morgan facts John Pierpont Morgan bio John Pierpont Morgan biography John Pierpont Morgan life story John Pierpont Morgan philanthropy John Pierpont M,PT31M9S,True,en,758954.0,13796.0,0,763,,2017-05-12T18:26:57Z,Biographics,https://yt3.ggpht.com/ytc/AMLnZu_sYRDYtxtbUkLbRUe4-Gj3yevnilTuVX5YAYa_=s800-c-k-c0x00ffffff-no-rj,https://lh3.googleusercontent.com/tFahMqdBehHzwOtb4NGUlVucmgSxsdF5LAQqi5yGfDp9RSDr58QNMsXGBfVbrcm2Ud2YxhIH-g,"https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Society,https://en.wikipedia.org/wiki/Knowledge",356252139.0,2200000.0,0.0,621.0,0,31,9,0,1869,"['Lifestyle_(sociology)', 'Society', 'Knowledge']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5919087035259372,55.48933438753736,87.39346483470057,69.72639467592593
485,485,485,485,MTv6W9luxNQ,2012-01-03T03:00:42Z,UC8FnEL1TvFCCrLn8hIAYiAA,First Weeks at UTS,https://i.ytimg.com/vi/MTv6W9luxNQ/hqdefault.jpg,University of Technology Sydney,University of Technology Sydney Australia studying students advice,PT4M57S,True,en,47269.0,234.0,0,7,,2009-03-09T00:16:38Z,University of Technology Sydney,https://yt3.ggpht.com/ucHqkv2p5pvvS_SMq1wiDMBSQNmbcEnnQx6LbioZvSS6ZtPgjRLGNjO2I6zCcE6Q3_bjdJKVtQ=s800-c-k-c0x00ffffff-no-rj,https://lh3.googleusercontent.com/kOPv159G0g73FuYLGpFdSDOae7Iy9Uc8CpcXD-epqJedcqBbVPlNwKQV6BtXTRE1gimPnUYS,"https://en.wikipedia.org/wiki/Knowledge,https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)",7268968.0,18400.0,0.0,2287.0,0,4,57,0,297,"['Knowledge', 'Technology', 'Lifestyle_(sociology)']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9048887961022382,48.06598590746939,77.37470198249561,108.3890625
29801,29801,29801,29912,0DIsWOl8uEE,2021-07-02T17:59:49Z,UCbrPqq29C9Q_TQP7OFFRzcw,There's No Such Thing as a Coincidence | Know Your Meme,https://i.ytimg.com/vi/0DIsWOl8uEE/hqdefault.jpg,Know Your Meme,"William Knight,Oblivion NPC TikTok Guy,Grandrisingapp,There Is No Such Thing as a Coincidence,Grand Rising self-affirmation app,The Elder Scrolls: Oblivion.,grandrisingapp,coincidence,manifestation and reality shifting,spirituality,sacred geometry,energet",PT2M53S,True,en,21521.0,594.0,0,68,,2009-11-05T20:21:50Z,Know Your Meme,https://yt3.ggpht.com/ytc/AMLnZu_MOIO-EL3bAzmClHbOG35KZ-w-wcj2w3WFpAIP=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/0TbM_KGKWyFXD9qndzBrCQXdcD122CupRmY1KK_gqgI8B6wckVS2t-06cXuVoECTfsdblV6uGdw,https://en.wikipedia.org/wiki/Entertainment,56087463.0,342000.0,0.0,443.0,0,2,53,0,173,['Entertainment'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8924863977757594,39.11264199591925,65.66404984621842,88.18210648148148
58576,58576,58576,58887,cvQuPB-BVgM,2022-11-10T10:00:31Z,UC4oVjJptcsvtgIMrdIUQYlQ,Carragher And Shearer Pick England's World Cup XI | The Eleven | @LADbible TV,https://i.ytimg.com/vi/cvQuPB-BVgM/hqdefault.jpg,LADbible TV,the lad bible lad bible lad bible videos viral videos viral funny comedy funny videos documentaries exclusives interviews sportbible the eleven shearer carragher laura woods football sky bet sky sports england world cup squad bt sport bbc match of the day,PT31M27S,True,en-GB,398306.0,5893.0,0,1357,"“WADDISON HAS TO 0”

©

",2012-01-10T16:37:46Z,LADbible TV,https://yt3.ggpht.com/FaNSmVhjDGd5NgII-LK8fuv0hefHQDUMrJN362KYmTwF2m9nKMW7Lt6JOK-_z2wlvzRasNAffg=s800-c-k-c0x00ffffff-no-rj,https://yt3.ggpht.com/waTZpyDz-e97Mu-y2zhJWZm_8NooV5C7LFG9_sJbNgbYpD8UeZnvLjFk8g3uX_eQi24Qiagv7w,"https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Society",702279725.0,2210000.0,0.0,779.0,0,31,27,0,1887,"['Film', 'Entertainment', 'Society']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9452675103262964,56.550456232841455,75.5800869723109,89.2210300925926
